,id,filepath,label
160,AP_C03_07846,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C03_07846.wav,0
161,AP_C11_07359,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C11_07359.wav,0
162,AP_C09_07752,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C09_07752.wav,0
163,AP_C01_07117,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C01_07117.wav,0
164,AP_C04_07609,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C04_07609.wav,0
165,AP_C11_01528,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C11_01528.wav,0
166,AP_C09_00023,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C09_00023.wav,0
167,AP_C03_07842,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C03_07842.wav,0
168,AP_C03_07827,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C03_07827.wav,0
169,AP_C03_00014,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C03_00014.wav,0
170,AP_C09_02183,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C09_02183.wav,0
171,AP_C11_07378,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C11_07378.wav,0
172,AP_C06_07678,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C06_07678.wav,0
173,AP_C11_07365,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C11_07365.wav,0
174,AP_C11_01560,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C11_01560.wav,0
175,AP_C03_07808,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C03_07808.wav,0
176,AP_C09_07701,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C09_07701.wav,0
177,AP_C04_07571,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C04_07571.wav,0
178,AP_C06_07692,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C06_07692.wav,0
179,AP_C07_07637,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C07_07637.wav,0
180,AP_C09_07702,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C09_07702.wav,0
181,AP_C03_07820,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C03_07820.wav,0
182,AP_C08_07656,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C08_07656.wav,0
183,AP_C03_07845,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C03_07845.wav,0
184,AP_C02_07142,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C02_07142.wav,0
185,AP_C11_01545,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C11_01545.wav,0
186,AP_C11_01556,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C11_01556.wav,0
187,AP_C04_07584,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C04_07584.wav,0
188,AP_C11_01584,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C11_01584.wav,0
189,AP_C02_07140,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C02_07140.wav,0
190,AP_C10_07159,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C10_07159.wav,0
191,AP_C04_07568,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C04_07568.wav,0
192,AP_C08_07654,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C08_07654.wav,0
193,AP_C11_01542,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C11_01542.wav,0
194,AM_C04_07566,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AM_C04_07566.wav,0
195,AP_C09_07706,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C09_07706.wav,0
196,AP_C01_07093,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C01_07093.wav,0
197,AP_C04_07611,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C04_07611.wav,0
198,AP_C10_00031,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C10_00031.wav,0
199,AP_C03_07832,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C03_07832.wav,0
200,AP_C11_01569,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C11_01569.wav,0
201,AP_C06_07672,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C06_07672.wav,0
202,AP_C01_07118,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C01_07118.wav,0
203,AP_C02_07135,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C02_07135.wav,0
204,AP_C11_01527,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C11_01527.wav,0
205,AP_C11_01546,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C11_01546.wav,0
206,AP_C02_07152,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C02_07152.wav,0
207,AP_C11_07349,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C11_07349.wav,0
208,AP_C03_07804,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C03_07804.wav,0
209,AP_C11_07380,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C11_07380.wav,0
210,AP_C11_07335,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C11_07335.wav,0
211,AP_C09_02209,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C09_02209.wav,0
212,AP_C01_00001,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C01_00001.wav,0
213,AP_C03_07838,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C03_07838.wav,0
214,AP_C09_02196,/home/bhubon/fine_tuning_genre/genre_221216_docker_project/dataset/Court_music_C/AP_C09_02196.wav,0
